Date,StoreID,ProductID,ProductName,Category,SubCategory,City,Region,Price,DiscountPct,PromotionFlag,CompetitionPrice,Season,HolidayFlag,HolidayName,AdSpend,DailySalesQty,UnemploymentRate,Inflation,Temperature,Precipitation,MedianIncome,CompetitorStoresNearby
01/15/2023,S011,P0015,T-Shirt Basic 15,T-Shirt,Basic,Chennai,East,546,5,0,774,Autumn,0,,2519,586,5.871695971462942,7.48628918834076,25.68157718651755,9,35001,19
01/16/2023,S043,P0016,T-Shirt Basic 16,T-Shirt,Basic,Delhi,South,1222,20,0,1102,Spring,0,,254,51,5.891312679819787,7.34195043144493,30.42026358081884,4,42430,16
01/17/2023,S026,P0017,T-Shirt Basic 17,T-Shirt,Basic,Chennai,North,1078,20,0,1094,Winter,0,NewYear,3594,749,7.307159526623381,6.609863604798501,14.1156741643208,8,34524,16
01/18/2023,S047,P0018,T-Shirt Basic 18,T-Shirt,Basic,Mumbai,West,1753,0,0,1633,Autumn,0,Christmas,4270,407,4.604268214063842,7.575006490911476,12.801270186756998,8,47099,1
01/19/2023,S022,P0019,T-Shirt Basic 19,T-Shirt,Basic,Mumbai,East,1649,0,1,1504,Summer,0,Christmas,3846,121,6.198222499365661,3.4218602235220725,17.075548620826304,2,45877,15
01/20/2023,S005,P0020,T-Shirt Basic 20,T-Shirt,Basic,Delhi,South,1473,20,0,1470,Summer,0,,2847,352,5.2268802955550795,3.5267805242560804,22.157974001877534,2,37491,4
01/21/2023,S038,P0021,T-Shirt Basic 21,T-Shirt,Basic,Chennai,South,1043,20,0,1223,Spring,0,Festival,1423,45,6.780937501754605,6.806074729971742,14.259529438231347,7,45500,10
01/22/2023,S023,P0022,T-Shirt Basic 22,T-Shirt,Basic,Chennai,North,1398,20,1,1202,Winter,0,,1231,581,7.229829078563762,4.655696884840401,18.66884136596856,6,42974,19
01/23/2023,S003,P0023,T-Shirt Basic 23,T-Shirt,Basic,Mumbai,West,1292,5,0,1481,Autumn,0,Festival,3752,312,5.362953983773837,6.995415873099022,28.178110990410648,3,47425,8
01/24/2023,S038,P0024,T-Shirt Basic 24,T-Shirt,Basic,Chennai,East,767,5,0,680,Summer,0,NewYear,2262,675,4.2379862999171936,5.672475008127935,10.680220601278462,3,32689,3
01/25/2023,S019,P0025,T-Shirt Basic 25,T-Shirt,Basic,Chennai,North,1440,20,0,1465,Autumn,0,,2562,750,4.663685219048887,7.115994199707568,23.255966917375382,7,35262,10
01/26/2023,S010,P0026,T-Shirt Basic 26,T-Shirt,Basic,Chennai,South,616,0,0,787,Summer,0,NewYear,224,141,7.892266899187683,6.111724643816084,25.860587228060375,1,44528,6
01/27/2023,S001,P0027,T-Shirt Basic 27,T-Shirt,Basic,Chennai,West,1155,5,0,1339,Winter,0,Christmas,1003,573,4.820714559013894,6.153942789695584,19.524795865014575,1,37889,0
01/28/2023,S024,P0028,T-Shirt Basic 28,T-Shirt,Basic,Chennai,North,1713,0,0,1900,Spring,0,NewYear,2885,846,4.322630197236876,3.8537189413641455,23.047075622941076,0,49201,5
01/29/2023,S010,P0029,T-Shirt Basic 29,T-Shirt,Basic,Mumbai,East,1501,10,0,1513,Spring,1,,2061,916,6.117052215058932,7.740643453050498,18.994676451761386,8,36547,1
01/30/2023,S049,P0030,T-Shirt Basic 30,T-Shirt,Basic,Chennai,North,1327,5,0,1181,Winter,0,Festival,620,546,8.374535295581664,4.405910889476889,30.812670394535942,7,42544,6
01/31/2023,S034,P0031,T-Shirt Basic 31,T-Shirt,Basic,Mumbai,West,516,20,0,498,Summer,0,,3076,407,7.268867656611633,3.600482089600334,19.371632459073165,5,32167,1
02/01/2023,S027,P0032,T-Shirt Basic 32,T-Shirt,Basic,Delhi,North,1240,20,0,1209,Summer,0,,1498,897,6.384960083684561,3.5757826572726183,18.43128535804166,8,38688,2
02/02/2023,S019,P0033,T-Shirt Basic 33,T-Shirt,Basic,Kolkata,West,664,0,0,582,Autumn,0,,2822,661,7.8448620677629055,3.694922907202142,16.465632978448152,1,42109,4
02/03/2023,S039,P0034,T-Shirt Basic 34,T-Shirt,Basic,Bhubaneswar,East,1314,5,0,1492,Winter,0,,2155,756,5.042984733794613,3.1282575250185425,25.714914011122072,5,40261,14
02/04/2023,S025,P0035,T-Shirt Basic 35,T-Shirt,Basic,Chennai,North,832,0,0,907,Summer,0,Festival,1776,768,6.013951833612533,6.895384736416416,15.620990854744626,3,40417,17
02/05/2023,S017,P0036,T-Shirt Basic 36,T-Shirt,Basic,Bhubaneswar,East,1835,20,1,1637,Autumn,0,Festival,3186,736,8.68159994343588,6.623262399770493,27.69771141359404,5,32128,10
02/06/2023,S043,P0037,T-Shirt Basic 37,T-Shirt,Basic,Mumbai,South,904,5,0,742,Summer,0,,1596,586,8.728824870505761,3.8592765563107507,15.181854081179235,9,47159,11
02/07/2023,S014,P0038,T-Shirt Basic 38,T-Shirt,Basic,Chennai,South,1976,10,1,2128,Winter,1,Festival,1951,46,6.222083268486212,4.258068416109259,29.45946429283029,8,48297,7
02/08/2023,S007,P0039,T-Shirt Basic 39,T-Shirt,Basic,Kolkata,North,1179,20,1,1050,Autumn,0,Festival,3325,148,4.402435886096685,6.027487464689747,20.763600738363177,1,30031,17
02/09/2023,S047,P0040,T-Shirt Basic 40,T-Shirt,Basic,Delhi,East,682,5,1,965,Summer,0,NewYear,2577,378,7.263180380848207,7.598835945344073,31.18387723997925,3,38052,4
02/10/2023,S021,P0041,T-Shirt Basic 41,T-Shirt,Basic,Bhubaneswar,South,1004,20,1,1300,Autumn,0,Christmas,4720,587,6.9379346522348895,6.823420989820401,30.537364957656283,0,46867,5
02/11/2023,S029,P0042,T-Shirt Basic 42,T-Shirt,Basic,Delhi,South,1965,20,0,2145,Summer,0,Festival,4123,55,7.09811284814767,7.057706429781506,18.556522803320945,2,34478,4
02/12/2023,S030,P0043,T-Shirt Basic 43,T-Shirt,Basic,Chennai,North,898,5,0,1185,Spring,0,Festival,4129,769,7.529654192474654,7.710544213107644,22.159023154687187,8,35745,16
02/13/2023,S029,P0044,T-Shirt Basic 44,T-Shirt,Basic,Bhubaneswar,West,535,10,0,755,Spring,0,,4159,785,4.581735808701,6.920075693191629,21.852797342289154,8,48316,19
02/14/2023,S015,P0045,T-Shirt Basic 45,T-Shirt,Basic,Kolkata,East,1946,20,0,2031,Summer,0,NewYear,2978,985,5.683033439741228,7.056366895676836,24.900957472664015,7,36983,1
02/15/2023,S049,P0046,T-Shirt Basic 46,T-Shirt,Basic,Chennai,West,1334,0,0,1183,Summer,0,,1742,697,4.936125814011658,6.896654301575583,26.893902309998275,2,46461,4
02/16/2023,S002,P0047,T-Shirt Basic 47,T-Shirt,Basic,Delhi,East,731,5,1,833,Autumn,0,Christmas,3258,114,7.07994803241729,4.485163510615774,10.84002189511051,8,47249,14
02/17/2023,S001,P0048,T-Shirt Basic 48,T-Shirt,Basic,Bhubaneswar,North,1652,20,0,1737,Summer,0,,4251,23,8.964212353476753,4.391639176486925,25.53179760302865,0,31715,3
02/18/2023,S037,P0049,T-Shirt Basic 49,T-Shirt,Basic,Chennai,West,1133,20,0,1347,Autumn,0,NewYear,1272,534,8.86634510670407,5.939626949425934,20.51453616934157,2,32277,14
02/19/2023,S005,P0050,T-Shirt Basic 50,T-Shirt,Basic,Mumbai,North,546,5,0,366,Summer,0,Festival,3535,291,7.52278021939067,5.409012134747746,26.048642694180923,0,48320,2
02/20/2023,S013,P0051,T-Shirt Basic 51,T-Shirt,Basic,Delhi,South,905,5,0,976,Summer,0,NewYear,803,816,5.530257661754601,6.544950301522747,26.74115053540635,7,42166,17
02/21/2023,S045,P0052,T-Shirt Basic 52,T-Shirt,Basic,Mumbai,South,1048,20,0,1049,Spring,1,Christmas,2402,482,7.526011299952304,7.362881750206081,11.048174720709936,2,35634,15
02/22/2023,S017,P0053,T-Shirt Basic 53,T-Shirt,Basic,Kolkata,North,573,5,0,597,Summer,0,Festival,1795,208,6.554151829649027,6.838913962027972,11.894858619642909,1,46211,3
02/23/2023,S039,P0054,T-Shirt Basic 54,T-Shirt,Basic,Chennai,West,1619,10,0,1607,Spring,0,NewYear,3413,694,8.903429543183757,4.452766528227501,28.9135830720698,5,47654,12
02/24/2023,S049,P0055,T-Shirt Basic 55,T-Shirt,Basic,Chennai,North,1632,20,1,1854,Summer,0,NewYear,2175,138,6.870319104228286,5.655991205523644,25.779025882668627,0,37317,17
02/25/2023,S016,P0056,T-Shirt Basic 56,T-Shirt,Basic,Bhubaneswar,East,1500,5,0,1638,Autumn,0,,3885,915,7.441927552185039,4.128648102788047,28.787992382310428,1,36603,12
02/26/2023,S029,P0057,T-Shirt Basic 57,T-Shirt,Basic,Kolkata,South,747,20,0,958,Autumn,0,Christmas,2857,157,4.402268299099001,7.930677578786703,29.32901661856421,0,31313,12
02/27/2023,S017,P0058,T-Shirt Basic 58,T-Shirt,Basic,Chennai,East,1880,20,0,1787,Spring,0,NewYear,1205,893,7.885692480398246,4.49853877451576,33.11948790133376,7,38995,9
02/28/2023,S049,P0059,T-Shirt Basic 59,T-Shirt,Basic,Chennai,East,1067,0,0,945,Autumn,1,Festival,265,35,4.554984758216028,5.511032196305814,26.16821178181369,3,48919,17
03/01/2023,S006,P0060,T-Shirt Basic 60,T-Shirt,Basic,Delhi,North,1789,10,0,1808,Spring,0,Christmas,2588,854,5.74001087360714,4.99598197498047,29.69345615749664,6,37870,1
03/02/2023,S038,P0061,T-Shirt Basic 61,T-Shirt,Basic,Kolkata,South,670,20,0,869,Winter,0,Christmas,2613,336,7.682379860425403,4.476858443173949,18.325982888046127,6,42977,16
03/03/2023,S038,P0062,T-Shirt Basic 62,T-Shirt,Basic,Chennai,South,661,10,1,639,Winter,0,NewYear,1704,494,6.999732815662446,3.1594632154831093,19.555227766514456,6,30650,13
03/04/2023,S034,P0063,T-Shirt Basic 63,T-Shirt,Basic,Chennai,West,791,10,1,1015,Winter,0,Christmas,2267,77,5.404104756133689,4.5500635061728385,13.991673375549476,4,49583,10
03/05/2023,S033,P0064,T-Shirt Basic 64,T-Shirt,Basic,Mumbai,East,709,20,0,690,Summer,0,,3081,779,4.755221424860093,6.700606751051733,24.736304322518258,7,37202,9
03/06/2023,S026,P0065,T-Shirt Basic 65,T-Shirt,Basic,Bhubaneswar,East,1237,5,1,1487,Spring,0,Christmas,2600,997,7.6594998023669545,6.298709212036483,16.267304848755316,8,48032,5
03/07/2023,S024,P0066,T-Shirt Basic 66,T-Shirt,Basic,Chennai,East,1722,0,0,1981,Summer,0,Christmas,4239,312,7.122478479711932,7.401035830064892,33.63449854766965,1,32587,19
03/08/2023,S014,P0067,T-Shirt Basic 67,T-Shirt,Basic,Bhubaneswar,North,627,10,0,911,Autumn,0,NewYear,3228,553,8.842606453513676,7.743198207667984,12.775515141237062,4,48841,3
03/09/2023,S028,P0068,T-Shirt Basic 68,T-Shirt,Basic,Kolkata,West,1653,10,0,1846,Winter,0,Christmas,943,681,4.663150536997071,7.594770609444309,33.521611058849615,9,32208,7
03/10/2023,S043,P0069,T-Shirt Basic 69,T-Shirt,Basic,Chennai,West,1355,5,0,1645,Winter,0,Christmas,2272,412,4.535799485053525,5.092711000057753,14.92172151162578,2,33059,15
03/11/2023,S032,P0070,T-Shirt Basic 70,T-Shirt,Basic,Delhi,South,1711,10,0,1792,Autumn,0,Festival,4292,697,4.114804162698122,3.2335039455180024,19.891542714562114,3,35792,5
03/12/2023,S012,P0071,T-Shirt Basic 71,T-Shirt,Basic,Kolkata,South,1987,20,0,2124,Winter,0,Festival,3692,535,4.357604828068409,7.785789259671807,19.97743728320131,6,36342,0
03/13/2023,S032,P0072,T-Shirt Basic 72,T-Shirt,Basic,Mumbai,South,1317,20,1,1172,Winter,1,Festival,264,374,5.9195519171461,7.40545036822268,21.325362071380113,4,47330,11
03/14/2023,S024,P0073,T-Shirt Basic 73,T-Shirt,Basic,Mumbai,South,651,10,0,489,Winter,0,NewYear,1767,151,4.525807149980296,3.408252366861601,11.426835465814422,2,39973,1
03/15/2023,S008,P0074,T-Shirt Basic 74,T-Shirt,Basic,Chennai,North,1397,0,1,1429,Spring,0,Christmas,4782,872,6.192474152976417,5.852133322153321,10.067378537715786,1,42912,14
03/16/2023,S033,P0075,T-Shirt Basic 75,T-Shirt,Basic,Mumbai,North,1324,5,1,1176,Spring,0,,1339,571,7.43642821560206,3.89156071677925,15.611774324150362,1,32773,19
03/17/2023,S037,P0076,T-Shirt Basic 76,T-Shirt,Basic,Chennai,North,889,5,0,944,Summer,0,Christmas,660,302,7.203428833646287,3.9022825922549393,12.172043598815742,5,35414,2
03/18/2023,S010,P0077,T-Shirt Basic 77,T-Shirt,Basic,Chennai,North,1664,10,0,1906,Summer,0,Festival,4291,655,8.381164082890344,4.921280539830041,26.256116693841484,9,39741,3
03/19/2023,S035,P0078,T-Shirt Basic 78,T-Shirt,Basic,Delhi,East,1278,5,0,1261,Winter,0,Christmas,3467,502,4.077182991978634,6.3248865573156205,22.21896149610506,0,49217,3
03/20/2023,S038,P0079,T-Shirt Basic 79,T-Shirt,Basic,Mumbai,South,804,10,1,667,Winter,0,,2636,913,4.76435793895497,6.094511634499284,27.502023067019742,2,44242,3
03/21/2023,S032,P0080,T-Shirt Basic 80,T-Shirt,Basic,Chennai,North,672,0,0,746,Autumn,0,Festival,4324,676,4.118945700401294,7.441839049768605,27.927570761620192,3,38758,9
03/22/2023,S037,P0081,T-Shirt Basic 81,T-Shirt,Basic,Mumbai,East,1488,5,1,1723,Summer,0,Christmas,4438,487,6.8507407802225515,7.23375497283859,14.421863545955318,9,45645,2
03/23/2023,S008,P0082,T-Shirt Basic 82,T-Shirt,Basic,Kolkata,West,1907,20,0,2132,Summer,1,NewYear,3317,194,7.987152651875682,4.503002054694646,10.414308653738136,4,48624,15
03/24/2023,S040,P0083,T-Shirt Basic 83,T-Shirt,Basic,Bhubaneswar,East,988,10,0,1096,Summer,0,NewYear,224,630,5.08908889142981,4.87710757731809,32.62615483682968,7,37346,9
03/25/2023,S007,P0084,T-Shirt Basic 84,T-Shirt,Basic,Chennai,West,570,20,1,419,Winter,0,Christmas,3217,368,7.137606911197585,6.212106898456552,34.84847858190864,4,32358,0
03/26/2023,S003,P0085,T-Shirt Basic 85,T-Shirt,Basic,Mumbai,East,1348,5,0,1149,Autumn,0,NewYear,2710,533,7.809869565029166,4.808663698236124,34.40871355137671,3,42611,2
03/27/2023,S003,P0086,T-Shirt Basic 86,T-Shirt,Basic,Bhubaneswar,South,1539,10,1,1723,Winter,0,,1303,609,4.097971378048347,3.3075197234111178,29.98988616378315,7,47917,17
03/28/2023,S043,P0087,T-Shirt Basic 87,T-Shirt,Basic,Mumbai,West,1879,5,0,1717,Summer,0,NewYear,4059,95,8.842138980482426,3.6636568884971017,20.34294562578966,2,44934,11
03/29/2023,S021,P0088,T-Shirt Basic 88,T-Shirt,Basic,Kolkata,South,1617,0,0,1463,Autumn,1,,4101,586,8.632908789350576,7.2816198616568535,30.673843738257634,1,37917,0
03/30/2023,S044,P0089,T-Shirt Basic 89,T-Shirt,Basic,Chennai,West,1524,5,0,1473,Winter,0,Festival,4206,718,4.16328743447741,7.78059819594985,19.0798692777455,5,44466,14
03/31/2023,S049,P0090,T-Shirt Basic 90,T-Shirt,Basic,Delhi,West,949,10,0,1036,Winter,1,NewYear,642,856,5.766660307331302,5.600294789143831,33.476908032039574,0,36519,9
04/01/2023,S048,P0091,T-Shirt Basic 91,T-Shirt,Basic,Kolkata,South,1150,10,0,1438,Summer,0,,4744,68,5.049731268845377,4.5231580919992345,13.620035387916914,9,44983,12
04/02/2023,S021,P0092,T-Shirt Basic 92,T-Shirt,Basic,Chennai,South,1279,0,0,1564,Summer,0,,4288,574,5.0968915980767875,5.533245544598695,13.069926777540303,9,39110,4
04/03/2023,S004,P0093,T-Shirt Basic 93,T-Shirt,Basic,Kolkata,West,522,0,1,532,Spring,0,,4239,267,7.103869178406633,7.672684723598559,14.019470627274888,5,32840,3
04/04/2023,S027,P0094,T-Shirt Basic 94,T-Shirt,Basic,Chennai,North,1972,5,0,1841,Summer,0,,4430,863,8.387551495576602,4.273370676578635,13.14961017579963,5,39260,15
04/05/2023,S016,P0095,T-Shirt Basic 95,T-Shirt,Basic,Delhi,West,1124,5,0,1212,Summer,0,Festival,1537,47,5.979026853889323,7.995003410406925,16.784083111958356,0,39049,18
04/06/2023,S020,P0096,T-Shirt Basic 96,T-Shirt,Basic,Mumbai,North,1122,5,0,953,Summer,0,NewYear,4927,919,4.837662466482227,5.278710797963867,24.27470204421805,3,37354,6
04/07/2023,S047,P0097,T-Shirt Basic 97,T-Shirt,Basic,Bhubaneswar,East,1149,20,0,1448,Summer,0,NewYear,2092,866,8.944612918481624,3.4290779758754812,25.90890193991455,3,39172,19
04/08/2023,S034,P0098,T-Shirt Basic 98,T-Shirt,Basic,Kolkata,West,1898,10,0,2111,Spring,0,Christmas,855,625,6.671629621624655,3.3853376540372344,24.140638972348665,0,30900,6
04/09/2023,S019,P0099,T-Shirt Basic 99,T-Shirt,Basic,Bhubaneswar,North,1238,0,0,1448,Summer,0,,649,934,4.426748260999538,3.2582128322729647,27.662947703409944,0,44685,7
04/10/2023,S018,P0100,T-Shirt Basic 100,T-Shirt,Basic,Mumbai,South,801,0,0,678,Winter,0,Christmas,772,46,6.447905810283631,5.54151597974939,15.303456894459238,0,47121,4
04/11/2023,S036,P0101,T-Shirt Basic 101,T-Shirt,Basic,Mumbai,North,1544,5,0,1785,Summer,0,,679,902,7.154550359072937,5.68488123381465,22.24231382160098,6,32486,12
04/12/2023,S045,P0102,T-Shirt Basic 102,T-Shirt,Basic,Mumbai,South,1334,0,0,1316,Winter,0,Festival,2745,315,8.723038942596233,4.010201058337932,34.98021201293402,0,45392,19
04/13/2023,S001,P0103,T-Shirt Basic 103,T-Shirt,Basic,Bhubaneswar,North,557,10,0,506,Summer,0,NewYear,2076,305,7.882133661196745,4.607016740497555,18.4557136266936,5,45329,19
04/14/2023,S042,P0104,T-Shirt Basic 104,T-Shirt,Basic,Bhubaneswar,West,639,10,0,589,Spring,0,Christmas,412,430,5.369572646390545,3.8686475126769726,29.669442312557877,7,31617,6
04/15/2023,S011,P0105,T-Shirt Basic 105,T-Shirt,Basic,Mumbai,South,651,0,0,842,Spring,0,NewYear,2553,511,7.105853027564975,7.098836099189657,33.67505972738057,8,33223,5
04/16/2023,S037,P0106,T-Shirt Basic 106,T-Shirt,Basic,Bhubaneswar,West,1922,20,0,1760,Summer,0,Christmas,4157,726,5.49011563265946,3.873997602982487,19.82381699665251,0,36154,2
04/17/2023,S018,P0107,T-Shirt Basic 107,T-Shirt,Basic,Kolkata,North,1942,20,0,2000,Summer,0,Festival,1150,252,4.360179404322086,5.345103274155949,18.923764786617795,4,38612,7
04/18/2023,S013,P0108,T-Shirt Basic 108,T-Shirt,Basic,Kolkata,South,1656,20,0,1622,Spring,0,NewYear,877,859,6.088502700660477,5.114021203446056,22.116144375992235,0,41216,11
04/19/2023,S026,P0109,T-Shirt Basic 109,T-Shirt,Basic,Delhi,North,1037,0,0,883,Summer,0,,4076,414,5.8245218102204985,4.771390499709973,33.060541270903116,3,37423,16
04/20/2023,S043,P0110,T-Shirt Basic 110,T-Shirt,Basic,Delhi,East,533,5,0,725,Summer,0,Festival,1743,550,4.9110122267288405,7.067321688337976,10.946489444728229,5,33594,13
04/21/2023,S035,P0111,T-Shirt Basic 111,T-Shirt,Basic,Chennai,North,1375,0,0,1193,Autumn,0,Festival,3923,427,7.109813781176142,5.092148122860717,23.43035900853279,9,44284,18
04/22/2023,S018,P0112,T-Shirt Basic 112,T-Shirt,Basic,Bhubaneswar,North,1643,5,0,1870,Spring,0,NewYear,2973,424,4.057569427525909,5.147659435776202,19.923013491738203,1,40650,4
04/23/2023,S035,P0113,T-Shirt Basic 113,T-Shirt,Basic,Delhi,West,563,10,0,450,Summer,0,Christmas,1216,814,6.482388059043164,3.703092063893665,32.343790495562345,4,45997,16
04/24/2023,S033,P0114,T-Shirt Basic 114,T-Shirt,Basic,Delhi,East,1776,0,1,1625,Spring,0,NewYear,648,457,4.554534274120385,3.854740364178115,28.27209021488946,9,39266,1
04/25/2023,S032,P0115,T-Shirt Basic 115,T-Shirt,Basic,Mumbai,North,1639,0,0,1878,Winter,0,NewYear,2349,494,4.5261573746746615,6.750331063634503,33.81406164335068,8,42707,16
04/26/2023,S044,P0116,T-Shirt Basic 116,T-Shirt,Basic,Chennai,East,1611,0,1,1820,Autumn,0,Christmas,2913,756,5.1266813897932,7.505864241000065,26.835143043474073,7,42891,10
04/27/2023,S039,P0117,T-Shirt Basic 117,T-Shirt,Basic,Kolkata,West,886,0,1,1052,Spring,0,NewYear,1603,312,6.786140895989334,6.546803659806059,26.06049309740191,9,40615,18
04/28/2023,S049,P0118,T-Shirt Basic 118,T-Shirt,Basic,Delhi,East,1942,10,0,1985,Winter,0,Festival,2626,992,6.311951970799946,5.073389158453934,12.684644352935791,9,49146,18
04/29/2023,S025,P0119,T-Shirt Basic 119,T-Shirt,Basic,Chennai,North,1799,5,0,1893,Autumn,0,Christmas,3951,117,5.99440824644053,6.166873718523435,20.499889798818646,1,42366,3
04/30/2023,S032,P0120,T-Shirt Basic 120,T-Shirt,Basic,Kolkata,South,1519,10,0,1734,Autumn,0,Christmas,4255,763,5.8393752943370405,5.989448414687409,29.258901580879037,1,35593,15
05/01/2023,S046,P0121,T-Shirt Basic 121,T-Shirt,Basic,Delhi,East,1214,20,0,1277,Summer,0,NewYear,4645,857,5.262171715307398,3.4258443391286297,28.27273888821525,8,33976,17
05/02/2023,S019,P0122,T-Shirt Basic 122,T-Shirt,Basic,Chennai,West,1280,20,0,1281,Summer,0,,2559,222,5.335114581924789,3.078013745930935,28.155767104580367,2,42732,16
05/03/2023,S034,P0123,T-Shirt Basic 123,T-Shirt,Basic,Kolkata,West,660,5,0,610,Winter,0,,1271,873,4.320964135863512,4.651318805261397,14.312020125485086,3,43049,18
05/04/2023,S030,P0124,T-Shirt Basic 124,T-Shirt,Basic,Chennai,North,1083,0,0,1286,Summer,0,,4905,984,8.139381351997697,4.239023149514222,12.825895648845538,4,31784,9
05/05/2023,S026,P0125,T-Shirt Basic 125,T-Shirt,Basic,Chennai,South,1088,10,0,933,Spring,0,NewYear,4364,314,8.737390229622939,3.1467283906122576,28.352169547325026,8,39754,17
05/06/2023,S038,P0126,T-Shirt Basic 126,T-Shirt,Basic,Bhubaneswar,North,1576,10,0,1666,Spring,0,NewYear,3108,678,4.848224054758859,3.51073070316244,24.534697595162598,2,35092,9
05/07/2023,S041,P0127,T-Shirt Basic 127,T-Shirt,Basic,Mumbai,East,646,20,0,457,Autumn,0,Christmas,3482,445,7.1662976280127175,5.497718649716217,32.8558148235781,5,46491,10
05/08/2023,S025,P0128,T-Shirt Basic 128,T-Shirt,Basic,Bhubaneswar,East,1245,0,0,1492,Autumn,0,Festival,2904,152,7.14900515324398,4.386861090614113,34.17862666300553,0,46777,18
05/09/2023,S023,P0129,T-Shirt Basic 129,T-Shirt,Basic,Mumbai,South,1048,5,0,856,Autumn,0,Festival,2884,699,4.7272166756458915,3.936574213013323,33.5444673770174,0,33227,12
05/10/2023,S050,P0130,T-Shirt Basic 130,T-Shirt,Basic,Bhubaneswar,West,1503,20,0,1731,Winter,0,Christmas,1076,298,4.871163368342494,7.893175720559746,21.927140210963778,5,33921,0
05/11/2023,S012,P0131,T-Shirt Basic 131,T-Shirt,Basic,Kolkata,West,1789,5,0,2087,Winter,1,,1097,742,7.881428903797612,4.403308763644228,33.077065763528466,1,33808,9
05/12/2023,S047,P0132,T-Shirt Basic 132,T-Shirt,Basic,Delhi,North,1123,10,0,1176,Spring,1,NewYear,2324,569,4.228623330633871,6.717944411963817,12.71376129335751,2,49090,0
05/13/2023,S029,P0133,T-Shirt Basic 133,T-Shirt,Basic,Bhubaneswar,East,1295,10,1,1237,Winter,0,,1301,701,6.47063037991448,5.195357629360415,10.05765307377289,1,45941,6
05/14/2023,S006,P0134,T-Shirt Basic 134,T-Shirt,Basic,Mumbai,East,1736,10,0,2016,Winter,0,Christmas,3753,832,8.509030897802413,6.940271833238386,19.304191904909935,2,31783,19
05/15/2023,S021,P0135,T-Shirt Basic 135,T-Shirt,Basic,Chennai,North,561,0,0,767,Summer,0,Christmas,2647,526,6.008037011700172,6.438985093346403,32.709670669901485,3,33953,4
05/16/2023,S048,P0136,T-Shirt Basic 136,T-Shirt,Basic,Chennai,East,695,0,1,768,Summer,0,Christmas,4130,676,4.596849516874787,6.722351122690381,18.267907985577413,1,38040,6
