Date,StoreID,ProductID,ProductName,Category,SubCategory,City,Region,Price,DiscountPct,PromotionFlag,CompetitionPrice,Season,HolidayFlag,HolidayName,AdSpend,UnemploymentRate,Inflation,Temperature,Precipitation,MedianIncome,CompetitorStoresNearby,MonthlySales
2018-04-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1357,10,0,1439,Spring,0,,11287,8.85,4.6,20,92,46370,4,289
2018-05-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1407,10,0,1306,Spring,0,,6959,5.71,7.68,15,10,28155,18,466
2018-06-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1358,0,0,1457,Summer,1,NewYear,14208,6.62,4.3,15,47,67357,12,241
2018-07-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1268,0,1,1319,Summer,0,,6154,8.99,5.02,15,151,49299,11,308
2018-08-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1513,0,0,1263,Festive,1,IndependenceDay,7200,3.04,3.8,32,193,22869,3,288
2018-09-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1420,0,0,1328,Spring,0,,8987,5.57,6.72,17,144,24735,1,353
2018-10-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1281,0,1,1530,Winter,0,,13754,9.24,6.16,16,20,74045,1,496
2018-11-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1406,5,1,1476,Autumn,0,,12339,9.58,7.77,35,5,67202,9,79
2018-12-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1440,5,1,1508,Monsoon,1,Christmas,5190,5.14,3.95,15,66,77471,18,297
2019-01-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1313,10,0,1382,Monsoon,0,,17913,7.31,7.95,16,126,36538,10,329
2019-02-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1363,10,1,1432,Festive,1,,12206,5.06,7.05,17,49,49592,13,526
2019-03-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1295,15,0,1550,Spring,0,,15893,9.23,4.69,16,65,75071,19,449
2019-04-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1449,0,0,1222,Winter,0,,19640,3.26,7.11,36,187,47236,1,391
2019-05-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1367,10,0,1219,Festive,0,,14183,6.72,5.7,37,167,27987,16,538
2019-06-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1365,0,1,1283,Autumn,1,Diwali,19098,6.07,3.39,19,116,25949,9,662
2019-07-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1317,20,0,1288,Monsoon,0,,12805,3.66,3.91,27,116,65952,16,145
2019-08-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1328,10,0,1351,Monsoon,0,,9249,5.49,6.79,39,28,29435,5,125
2019-09-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1497,25,0,1253,Autumn,0,,15457,8.34,7.03,18,32,76573,5,449
2019-10-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1505,10,0,1169,Winter,0,,11905,9.53,5.51,38,68,36364,4,272
2019-11-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1506,20,1,1495,Festive,0,,16738,8.61,6.39,17,123,46144,1,326
2019-12-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1527,0,1,1260,Autumn,0,,6066,4.37,3.35,28,129,51996,19,454
2020-01-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1349,0,1,1374,Summer,0,,16261,8.7,4.41,18,57,44052,18,166
2020-02-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1476,15,0,1535,Winter,0,,10988,8.25,7.03,31,98,40463,4,443
2020-03-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1411,20,0,1255,Autumn,0,,8440,7.76,6.7,17,104,75069,17,317
2020-04-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1476,0,1,1243,Winter,0,,18923,3.08,7.53,26,8,55270,14,271
2020-05-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1403,5,0,1211,Spring,0,,16130,4.49,7.73,30,56,21062,13,74
2020-06-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1482,0,1,1345,Winter,1,Diwali,9330,7.94,7.84,23,73,37337,12,486
2020-07-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1266,5,0,1389,Spring,1,IndependenceDay,16185,9.24,3.73,19,165,46962,8,663
2020-08-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1404,20,1,1480,Spring,0,,15019,5.63,3.42,26,181,46790,10,217
2020-09-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1385,5,0,1198,Festive,1,Christmas,8709,3.39,3.59,23,166,72224,3,524
2020-10-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1450,5,0,1349,Spring,0,,10029,6.05,7.01,27,159,42700,15,466
2020-11-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1472,25,0,1533,Festive,1,NewYear,18970,9.79,5.62,23,48,58413,15,538
2020-12-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1313,5,1,1532,Winter,0,,12114,4.97,7.75,22,101,43959,8,588
2021-01-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1349,0,0,1323,Spring,0,,15971,5.52,4.3,36,190,60080,9,77
2021-02-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1479,0,0,1371,Winter,0,,8324,9.58,5.08,19,46,30136,2,84
2021-03-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1501,5,0,1445,Winter,0,,17661,8.67,7.94,31,10,43833,17,338
2021-04-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1364,5,0,1257,Monsoon,0,,17805,7.84,5.67,19,101,35106,5,360
2021-05-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1342,0,0,1361,Autumn,0,,7048,9.68,6.03,15,112,65543,2,415
2021-06-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1298,10,0,1231,Monsoon,0,,5770,6.64,7.26,36,132,44285,17,167
2021-07-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1466,15,0,1462,Winter,0,,9530,9.32,6.09,16,37,62289,2,124
2021-08-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1508,5,1,1494,Monsoon,0,,9854,6.67,6.49,18,137,75479,17,94
2021-09-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1328,25,0,1499,Monsoon,0,,11269,7.43,4.2,33,110,37144,16,254
2021-10-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1267,0,0,1533,Monsoon,0,,16458,9.12,5.58,32,60,75929,19,330
2021-11-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1351,0,0,1164,Spring,0,,19980,6.23,4.03,16,176,46329,13,375
2021-12-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1508,5,0,1441,Summer,0,,11493,4.1,4.89,31,25,33568,8,105
2022-01-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1439,0,0,1412,Spring,0,,13717,7.33,4.84,38,129,36748,14,263
2022-02-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1266,10,1,1530,Autumn,0,,10870,3.21,7.34,20,114,55854,5,494
2022-03-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1532,0,0,1198,Festive,0,,9632,9.23,5.97,18,137,28258,9,453
2022-04-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1487,5,0,1270,Summer,0,,17199,6.02,3.64,23,100,39123,2,313
2022-05-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1488,20,0,1474,Spring,0,,6733,5.56,5.44,25,189,30589,9,326
2022-06-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1290,5,1,1402,Summer,0,,5005,5.78,7.85,18,78,61605,17,326
2022-07-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1453,5,0,1221,Autumn,0,,11316,8.39,3.94,36,67,46386,1,484
2022-08-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1306,10,1,1299,Spring,0,,6828,6.54,7.66,27,2,40128,6,104
2022-09-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1520,0,1,1169,Summer,0,,10287,8.67,4.27,19,72,39216,9,74
2022-10-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1353,0,1,1197,Spring,0,,5235,5.86,7.66,25,136,39019,3,591
2022-11-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1319,15,0,1455,Winter,0,,14444,4.41,3.82,35,164,39282,14,410
2022-12-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1348,20,0,1291,Summer,0,,15055,6.07,4.88,33,124,26565,1,345
2023-01-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1412,0,0,1302,Spring,0,,6997,3.47,4.15,21,178,61157,6,499
2023-02-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1301,0,1,1338,Winter,0,,10408,6.73,7.47,18,156,30789,1,247
2023-03-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1513,0,1,1448,Monsoon,0,,18946,8.28,3.51,27,158,49486,4,64
2023-04-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1274,15,0,1343,Monsoon,0,,7371,8.06,6.6,33,163,53561,11,96
2023-05-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1270,25,0,1307,Monsoon,0,,17999,5.97,4.44,25,139,30457,13,183
2023-06-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1370,10,0,1369,Monsoon,0,,18635,8.53,3.12,24,91,64409,9,405
2023-07-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1555,15,1,1188,Monsoon,0,,16053,4.65,3.83,18,181,72182,1,367
2023-08-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1408,0,1,1214,Autumn,1,Diwali,8507,8.51,6.02,17,62,69688,11,451
2023-09-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1469,5,1,1550,Autumn,1,NewYear,18226,3.23,7.56,36,151,65080,7,318
2023-10-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1420,0,0,1503,Winter,0,,7713,3.09,6.32,21,80,66163,9,199
2023-11-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1322,25,0,1277,Festive,0,,6759,3.47,6.75,38,61,22079,17,397
2023-12-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1403,5,0,1445,Winter,0,,10490,6.17,5.62,31,113,31485,6,127
2024-01-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1523,20,1,1291,Summer,0,,9873,4.9,6.22,15,86,36438,18,404
2024-02-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1506,0,0,1167,Monsoon,1,Christmas,13519,3.73,7.0,17,50,44160,15,456
2024-03-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1355,25,0,1450,Summer,0,,7538,9.74,7.72,36,141,67838,16,351
2024-04-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1522,10,1,1489,Autumn,0,,8452,9.14,6.21,32,1,62880,15,193
2024-05-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1493,15,0,1170,Autumn,0,,9491,8.81,4.73,23,52,27083,3,168
2024-06-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1539,0,0,1501,Autumn,1,Diwali,13173,6.3,3.91,32,114,47856,14,162
2024-07-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1540,0,0,1396,Festive,0,,7541,9.89,5.63,27,97,28996,11,369
2024-08-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1301,5,0,1287,Winter,0,,10796,7.56,7.15,37,116,60809,6,66
2024-09-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1527,10,0,1257,Monsoon,0,,14900,8.87,5.02,28,63,40609,11,443
2024-10-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1551,15,0,1340,Festive,0,,10415,6.06,7.58,21,53,48769,15,410
2024-11-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1548,0,0,1228,Winter,1,IndependenceDay,17112,6.47,5.98,16,153,60385,9,414
2024-12-01,Store_1,P01,Men_TShirt,Men,Topwear,Mumbai,West,1388,5,0,1176,Winter,0,,17312,4.72,7.1,19,107,61131,19,91
2017-01-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4223,0,1,3860,Summer,0,,8004,8.53,6.45,31,46,40491,16,424
2017-02-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4097,15,1,4112,Monsoon,1,,10319,4.75,5.45,29,58,73145,9,444
2017-03-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4236,10,1,3895,Autumn,1,NewYear,10913,6.98,7.58,28,78,28820,7,820
2017-04-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4163,15,1,4024,Winter,0,,14126,6.19,5.61,21,16,44077,3,505
2017-05-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4046,20,0,4149,Summer,0,,12126,3.46,4.58,31,3,74620,13,232
2017-06-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4056,0,0,3864,Festive,0,,5545,3.15,7.37,27,17,68543,3,284
2017-07-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3977,15,0,4150,Monsoon,0,,18035,7.39,7.37,29,120,57129,7,294
2017-08-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4125,0,0,3913,Festive,0,,7033,5.07,4.17,39,175,45280,14,269
2017-09-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4088,25,1,4247,Autumn,0,,9805,9.88,7.42,38,10,49757,13,571
2017-10-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4000,0,0,4047,Summer,1,Diwali,10429,7.25,5.56,24,106,69976,9,597
2017-11-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4210,15,0,4107,Festive,0,,7736,6.63,5.99,31,60,62874,10,343
2017-12-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4010,25,1,4186,Summer,0,,17261,7.36,6.74,39,72,57443,14,331
2018-01-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4053,0,0,4115,Summer,1,Diwali,6218,9.69,7.31,23,39,62520,5,117
2018-02-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4072,0,0,4074,Monsoon,0,,10295,6.47,3.41,30,27,40420,13,438
2018-03-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4172,5,1,3888,Summer,1,Christmas,6591,7.63,5.72,27,32,78629,19,669
2018-04-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4007,20,1,3940,Spring,1,IndependenceDay,7604,7.88,6.4,20,187,42534,5,741
2018-05-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4197,0,1,4162,Winter,1,Christmas,7719,5.35,6.72,32,99,68845,13,797
2018-06-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4172,0,0,4143,Summer,0,,7064,3.81,4.88,38,108,21007,6,282
2018-07-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4181,25,0,3922,Winter,0,,7382,9.52,3.51,18,147,38271,4,109
2018-08-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4140,10,0,4067,Festive,0,,14077,5.42,6.1,32,49,43821,15,575
2018-09-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4199,0,1,4012,Summer,1,Diwali,13220,3.15,4.62,29,159,47570,11,100
2018-10-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4174,25,0,3874,Spring,0,,5038,6.69,7.13,25,115,70975,2,446
2018-11-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3970,0,1,3932,Summer,0,,16703,6.03,7.72,30,100,48602,6,517
2018-12-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4205,0,1,4235,Summer,0,,6980,4.4,7.34,38,11,46385,15,253
2019-01-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4020,0,0,3875,Autumn,0,,8380,4.08,5.27,32,198,37343,12,142
2019-02-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3994,5,0,4164,Festive,0,,17157,7.8,5.15,20,175,29208,2,418
2019-03-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4012,5,0,4243,Autumn,0,,15205,5.75,5.4,20,31,26154,13,323
2019-04-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4215,5,0,3950,Monsoon,0,,11731,9.91,3.71,30,53,49781,1,450
2019-05-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3950,5,1,4090,Autumn,0,,11732,3.55,4.98,16,165,43398,14,555
2019-06-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4054,0,0,3991,Autumn,0,,11082,9.27,5.97,23,102,79614,9,366
2019-07-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4126,10,1,4112,Winter,0,,13442,6.39,6.3,30,131,31653,3,192
2019-08-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3962,0,0,4036,Spring,0,,16787,4.12,7.36,33,54,78093,4,136
2019-09-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4067,5,0,4069,Summer,0,,8665,3.15,6.27,19,95,77655,9,349
2019-10-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4191,10,0,4050,Festive,0,,18518,4.8,5.31,35,158,79321,5,644
2019-11-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3968,5,0,4212,Autumn,0,,9703,7.12,3.15,16,65,46958,2,484
2019-12-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4191,5,1,4143,Monsoon,0,,8714,7.36,6.16,29,98,39975,4,380
2020-01-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4246,0,1,3935,Winter,1,Diwali,15532,8.98,5.46,36,59,49052,15,763
2020-02-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4032,5,0,4079,Festive,0,,17120,9.79,4.29,19,4,63006,1,556
2020-03-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4235,0,0,4012,Festive,0,,15831,6.64,4.69,23,0,26276,8,414
2020-04-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4012,0,0,3849,Summer,0,,11052,5.5,5.67,31,119,46155,15,156
2020-05-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4199,0,0,3956,Winter,1,Diwali,5968,6.72,7.68,15,118,21058,6,268
2020-06-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4109,5,0,3907,Autumn,0,,7740,6.36,6.43,16,49,78552,7,325
2020-07-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4242,0,0,4026,Festive,0,,17595,7.93,4.01,37,7,30225,1,455
2020-08-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3953,25,0,4005,Summer,0,,19646,9.85,4.87,32,144,44089,8,242
2020-09-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4024,0,1,4217,Monsoon,1,IndependenceDay,8072,4.51,6.29,35,47,33380,9,608
2020-10-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4140,0,1,4068,Spring,0,,10208,9.1,6.91,27,158,20488,11,261
2020-11-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4050,0,0,4229,Summer,1,IndependenceDay,19732,8.58,5.18,25,128,21367,7,196
2020-12-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4013,0,0,3991,Spring,0,,17178,5.72,5.24,31,34,42443,6,454
2021-01-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4058,10,1,4203,Festive,0,,14218,6.8,7.76,16,197,46523,12,489
2021-02-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4241,0,0,4152,Winter,0,,14135,6.85,6.73,26,122,59338,13,92
2021-03-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4065,20,0,3955,Monsoon,0,,9146,3.42,7.67,36,18,66881,14,252
2021-04-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4000,10,1,4221,Autumn,0,,19626,7.07,3.45,32,1,64976,13,246
2021-05-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4211,10,0,4193,Monsoon,0,,19494,7.96,3.53,24,188,26441,4,446
2021-06-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4211,15,0,4222,Monsoon,0,,18673,3.79,3.01,36,117,54068,9,222
2021-07-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3958,0,0,4119,Festive,0,,15823,8.39,5.78,19,67,65105,19,284
2021-08-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4150,15,1,4015,Monsoon,1,NewYear,19577,4.07,4.18,26,160,37014,17,878
2021-09-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4091,0,0,4141,Spring,0,,13841,4.8,6.16,39,152,53537,3,60
2021-10-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3990,5,1,3994,Autumn,0,,11602,9.94,3.64,33,67,37625,6,348
2021-11-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4057,0,0,4015,Winter,0,,12843,4.34,4.62,20,168,69859,13,402
2021-12-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3953,0,0,3978,Monsoon,0,,12397,7.15,6.4,26,124,65113,3,313
2022-01-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4163,0,0,3978,Winter,0,,15593,6.12,4.67,36,43,50137,4,340
2022-02-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4156,5,0,4135,Winter,1,Diwali,16151,3.01,4.5,22,2,54447,13,156
2022-03-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4052,0,1,3963,Festive,0,,13555,4.71,6.36,34,197,75701,18,463
2022-04-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4109,10,0,4136,Winter,0,,15748,3.25,4.52,32,65,38792,2,275
2022-05-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4128,0,1,4179,Festive,1,NewYear,13453,9.44,5.48,36,59,44819,10,842
2022-06-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3990,5,0,3897,Autumn,0,,16479,6.73,6.61,17,79,51750,14,207
2022-07-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4014,0,0,4011,Spring,0,,10907,7.01,7.66,16,24,49984,4,255
2022-08-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4058,20,1,4169,Autumn,0,,16138,9.67,7.13,27,116,71681,8,582
2022-09-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4027,25,0,3873,Festive,0,,17415,6.03,4.56,28,19,74929,6,438
2022-10-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4202,10,0,3891,Monsoon,0,,12154,6.95,3.96,39,129,75677,11,336
2022-11-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4031,0,0,3904,Spring,0,,17477,4.86,3.89,30,96,52003,4,205
2022-12-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4049,10,0,4121,Winter,1,Christmas,5419,6.69,5.13,19,115,77022,3,535
2023-01-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,3962,0,0,3940,Monsoon,0,,17797,4.74,3.67,35,78,63668,10,182
2023-02-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4013,0,1,4224,Winter,0,,7385,3.45,3.21,31,187,30634,4,314
2023-03-01,Store_1,P02,Men_Jeans,Men,Bottomwear,Mumbai,West,4200,10,1,3960,Monsoon,1,Diwali,14651,9.02,4.96,24,140,71824,9,486
